ZipCode,Pop15Plus,FTAFTPS100,WhiteNH,Black,Hisp,Asian,Other,povrate,Pov,PovPop,FTA100,FTP100,DUIFTAS100,IncK
93022,5856,1.70765030384064,72.9849726775956,0.39275956284153,20.2015027322404,1.50273224043716,4.9180326461792,7.01662302017212,401,5715,1.43442618846893,2.23702192306519,0,75.7559967041016
91708,3212,1.71232879161835,30.0124533001245,10.7409713574097,25.6226650062267,20.7970112079701,12.8268995285034,5.80539655685425,71,1223,2.2104606628418,1.46326279640198,0.0933997482061386,119.063003540039
92802,32075,1.71473109722137,25.4341387373344,2.34450506625097,56.551831644583,14.7872174590803,0.882307112216949,15.7803134918213,4896,31026,1.63055336475372,1.08495712280273,0.0623538568615913,49.0989990234375
92562,47879,1.71682786941528,63.7649073706636,4.21688005179724,21.9804089475553,6.58952776791495,3.44827580451965,5.70969104766846,2663,46640,1.27195644378662,1.75859975814819,0.08772112429142,75.0530014038086
92806,30786,1.71831357479095,32.638212174365,3.20275449879815,49.5452478399272,13.2787630741246,1.33502244949341,13.0139255523682,3925,30160,1.65334892272949,1.11739099025726,0.07146105915308,59.314998626709
95377,22340,1.72336614131927,33.3124440465533,8.18263205013429,26.9516562220233,24.9283795881826,6.62488794326782,5.03623533248901,1098,21802,2.7708146572113,2.01880025863647,0.0313339307904243,98.0719985961914
95310,1620,1.72839510440826,86.6666666666667,0.123456790123457,5.06172839506173,0,8.14814853668213,15.0848522186279,240,1591,1.17283952236176,3.0246913433075,0.185185179114342,48.9290008544922
93230,49572,1.73485028743744,46.719922536916,4.89187444525135,42.6248688775922,3.88525780682643,1.87807631492615,15.6626758575439,7509,47942,4.52271461486816,0.998547554016113,0.0484144277870655,52.6110000610352
95525,1436,1.74094712734222,81.6155988857939,1.18384401114206,4.17827298050139,1.46239554317549,11.5598888397217,17.4459171295166,250,1433,5.0139274597168,2.64623951911926,0,49.9339981079102
93433,10798,1.74106311798096,62.1967030931654,2.11150213002408,27.5143545100945,4.74161881829968,3.43582153320312,11.0997486114502,1194,10757,1.90776073932648,1.12057793140411,0.0833487659692764,47.2709999084473
95012,7634,1.74220597743988,12.3657322504585,0.668063924548074,83.4031962274037,2.23997904113178,1.32302856445312,18.4132137298584,1360,7386,3.30102181434631,1.78150379657745,0.0654964670538902,55.1269989013672
90045,34177,1.74386286735535,52.2398103988062,14.1498668695321,16.0312490856424,13.3481581180326,4.23091554641724,12.0994453430176,3689,30489,2.61872029304504,0.582262933254242,0.0585188865661621,77.8929977416992
95451,10142,1.74521791934967,75.8627489647012,0.601459278248866,20.3510155787813,0.966278840465391,2.21849727630615,22.5040092468262,2245,9976,1.14375865459442,2.6819167137146,0.0690199136734009,47.6030006408691
93221,11744,1.74557220935822,60.0221389645777,1.49012261580381,35.2009536784741,0.749318801089918,2.53746604919434,20.9867839813232,2382,11350,1.08991825580597,4.31709814071655,0.0596049055457115,44.4630012512207
92107,23672,1.74890160560608,83.4065562690098,2.17134166948293,9.97380871916188,2.23893207164583,2.20936131477356,10.6624717712402,2440,22884,1.8883068561554,1.0941196680069,0.0380196012556553,60.9290008544922
95018,6457,1.7500387430191,85.8603066439523,0.0154870682979712,7.75902121728357,3.5465386402354,2.81864643096924,4.97237586975098,315,6335,1.65711629390717,1.09958183765411,0,71.963996887207
95830,571,1.75131344795227,66.7250437828371,0.525394045534151,11.3835376532399,21.1908931698774,0.175131350755692,5.48446083068848,30,547,1.40105080604553,2.45183897018433,0,73.3330001831055
95635,856,1.7523365020752,95.2102803738318,1.98598130841121,2.80373831775701,0,-0.00000000000000266453525910038,6.77570104598999,58,856,2.2196261882782,1.5186915397644,0.116822429001331,43.5419998168945
92320,6838,1.75489914417267,79.2483182217022,0.39485229599298,16.6130447499269,2.35448961684703,1.38929510116577,13.8411378860474,934,6748,1.53553676605225,1.7695232629776,0.116993278264999,43.8390007019043
95634,2668,1.76161921024323,90.6296851574213,0.449775112443778,4.94752623688156,0.149925037481259,3.82308840751648,7.15408802032471,182,2544,1.4992504119873,2.02398800849915,0.0374812595546246,56.5279998779297
92832,20518,1.76430451869965,34.5160347012379,3.07047470513695,48.6402183448679,11.4679793352179,2.30529284477234,14.6283092498779,2934,20057,1.62783896923065,1.24281120300293,0.0731065422296524,59.7540016174316
95957,680,1.76470589637756,70.2941176470588,0,21.7647058823529,1.32352941176471,6.61764717102051,16.6421203613281,113,679,1.61764705181122,1.47058820724487,0,56.875
95932,6059,1.76596796512604,52.0547945205479,2.19508169664961,40.0396104967816,1.91450734444628,3.79600596427917,9.53997611999512,562,5891,2.27760362625122,1.41937613487244,0.0660174936056137,50.5309982299805
91724,20207,1.7667144536972,39.9267580541397,3.97387044093631,44.3311723660118,9.96189439303212,1.80630469322205,9.72306728363037,1917,19716,2.84554862976074,0.682931661605835,0.0791804790496826,77.197998046875
95667,30694,1.77233338356018,86.062422623314,0.749332117026129,9.18094741643318,1.23151104450381,2.77578687667847,11.4138097763062,3402,29806,1.68762624263763,1.70717406272888,0.0814491435885429,57.4679985046387
92561,1353,1.77383589744568,67.4057649667406,0.147819660014782,22.9120473022912,0,9.53436851501465,10.8761329650879,144,1324,1.18255722522736,1.25646710395813,0.22172948718071,82.3440017700195
95230,620,1.77419352531433,50.8064516129032,0,48.0645161290323,0,1.12903225421906,10.9677419662476,68,620,1.29032254219055,1.77419352531433,0.322580635547638,45.7690010070801
95837,225,1.77777779102325,88.8888888888889,3.55555555555556,2.66666666666667,3.55555555555556,1.33333337306976,8.44444465637207,19,225,1.33333337306976,1.33333337306976,0,42.5
95829,19568,1.77841377258301,37.7504088307441,9.11181520850368,18.6784546197874,31.4339738348324,3.02534747123718,11.6590757369995,2227,19101,2.14636135101318,2.41721177101135,0.0459934584796429,74.5500030517578
91104,31061,1.78036761283875,42.4905830462638,12.1535043945784,36.1804191751714,7.82653488297222,1.34895849227905,13.1865968704224,4014,30440,2.50152921676636,0.647113740444183,0.106242552399635,67.068000793457
95973,26558,1.78100764751434,76.7038180585888,1.2500941335944,15.8408012651555,2.6959861435349,3.50930047035217,12.269702911377,3190,25999,1.94291734695435,1.20491003990173,0.0414187833666801,55.4259986877441
94703,17901,1.78202331066132,55.0974805876767,13.7310764761745,10.0553041729512,15.0494385788503,6.06669998168945,18.5437545776367,3293,17758,2.40210032463074,3.55846047401428,0.0446902401745319,55.5540008544922
94564,15650,1.78274762630463,38.0894568690096,11.9169329073482,18.5623003194888,24.9329073482428,6.49840259552002,8.87713146209717,1359,15309,1.78274762630463,4.76038360595703,0.0383386574685574,76.9599990844727
92336,67450,1.78354334831238,19.9140103780578,14.5589325426242,52.2802075611564,10.4432913269088,2.8035581111908,8.22707748413086,5407,65722,2.21645665168762,1.79540395736694,0.103780582547188,87.1159973144531
93527,1850,1.7837837934494,83.4594594594595,1.51351351351351,8.75675675675676,0,6.27027034759521,18.7567558288574,347,1850,1.83783781528473,0.810810804367065,0.216216221451759,52.1699981689453
